,bonus,deferral_payments,deferred_income,director_fees,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,poi,restricted_stock,restricted_stock_deferred,salary,shared_receipt_with_poi,to_messages
26,0.15,0.0199265179976,0.958890944091,0.0,0.0,0.0721882472253,0.00278396436526,0.454545454545,0.0180623973727,0.0,0.00982072021382,1.0,0.190181792385,0.103654268494,0.259653473811,0.205035319688,0.116047263846
27,0.0,0.0156980101049,1.0,0.0,0.0189776031385,0.0,0.000835189309577,0.0189393939394,0.0,0.0,0.0,0.0,0.172221197242,0.103654268494,0.0,0.0105053432349,0.0504323717737
28,0.1,0.0156980101049,0.988229036413,0.0,0.00342231529728,0.121789799924,0.00229677060134,0.0,0.00656814449918,0.0,4.76846450327e-05,0.0,0.171745963304,0.103654268494,0.282821810957,0.0128599891324,0.00673311769754
29,0.040625,0.0156980101049,1.0,0.0,0.0,0.0976731377015,0.0,0.0,0.0,0.053445443086,6.88241941464e-05,0.0,0.161948646865,0.103654268494,0.166387103625,0.0,0.0
30,0.075,0.0156980101049,1.0,0.0,0.000505933554254,0.181961243733,0.00515033407572,0.217803030303,0.00656814449918,0.065174094158,0.00246657031279,0.0,0.158141995962,0.103654268494,0.185484378965,0.0999818873393,0.0471318238828
31,0.375,0.0156980101049,1.0,0.0,0.0667022064269,0.376695532057,0.213599665924,0.125,1.0,0.251675757575,0.000160332379351,1.0,0.226165863497,0.103654268494,0.328603258649,0.379822495925,0.204171892534
32,0.1,0.0156980101049,0.633602006172,0.0,0.257127467773,0.223480195661,0.0632655902004,0.121212121212,0.0328407224959,0.0940639798314,0.00072221966424,0.0,0.252897815663,0.0,0.443078924966,0.253758377106,0.143969899003
33,0.053125,0.149752430894,0.778779791952,0.0,0.059038148636,0.228424176987,0.0,0.0,0.0,0.0807817183157,0.000106663021784,0.0,0.16811741716,0.0853827520476,0.189424958021,0.0,0.0
34,0.075,0.0156980101049,1.0,0.0,0.0451264024532,0.0151903935514,0.00438474387528,0.577651515152,0.0229885057471,0.108137816946,4.56575649807e-05,0.0,0.16811741716,0.103654268494,0.225060247035,0.344502807462,0.16978018351
35,0.125,0.0156980101049,1.0,0.0,0.238490259105,0.156546294637,0.0,0.0,0.0,0.135044390813,0.0361678379811,0.0,0.157231836309,0.103654268494,0.236477937617,0.0,0.0
36,0.00875,0.0156980101049,1.0,0.0,0.0,0.123114314815,0.00097438752784,0.0189393939394,0.00492610837438,0.0,7.47123790593e-05,0.0,0.149974801603,0.103654268494,0.198876408539,0.0206484332548,0.0116179285761
37,0.1,0.0156980101049,0.914392992096,0.0,0.0222985745123,0.420819800405,0.00153118040089,0.356060606061,0.0180623973727,0.0,8.60061107776e-05,0.0,0.16811741716,0.103654268494,0.250707756435,0.139829740989,0.0570994785134
38,0.0,0.0156980101049,0.992866082675,0.743428306157,0.0108229254686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
39,0.09375,0.0156980101049,1.0,0.0,0.0422689172218,0.11271490582,0.000835189309577,0.200757575758,0.00492610837438,0.214795875333,0.000151355310549,0.0,0.160860382454,0.103654268494,0.189597735179,0.108494837892,0.0596739058684
40,0.025,0.0156980101049,1.0,0.0,0.0175099358386,0.0941148699746,0.0,0.0,0.0,0.434321769553,0.00519077284744,0.0,0.173440117875,0.103654268494,0.163998819356,0.0,0.0
41,0.04375,0.0156980101049,0.885649297766,0.0,0.142374791198,0.343377206978,0.0,0.0,0.0,0.0,0.00125109450257,0.0,0.252956032252,0.103654268494,0.153826564128,0.0,0.0
42,0.3125,0.0156980101049,1.0,0.0,0.0273741262471,0.419316060727,0.00521993318486,0.0795454545455,0.0607553366174,0.0727532410288,0.038754006017,0.0,0.230138757023,0.103654268494,0.27409296491,0.290527078428,0.115849230972
43,0.1625,0.0156980101049,0.604479928866,0.0,0.0,0.244449495766,0.0,0.0,0.0,0.337397195261,0.0267829399784,1.0,0.253302740544,0.103654268494,0.396575772683,0.0,0.0
44,0.04375,0.0156980101049,1.0,0.0,0.0193447528711,0.104343796855,0.0011135857461,0.00189393939394,0.0131362889984,0.108137816946,0.0275503345696,0.0,0.205068943183,0.103654268494,0.179217607432,0.130954537222,0.0617862565186
45,0.0,0.0156980101049,1.0,0.0,0.0385630369103,0.0,0.00250556792873,0.0,0.0,0.0,0.0,0.0,0.182231168344,0.103654268494,0.0,0.00181126607499,0.0341276651924
46,0.0,0.0435340279256,1.0,0.0,0.00999854898559,0.0,0.000904788418708,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.000362253214997,0.00376262459568
47,0.25,1.0,0.0392008757026,0.0,0.303755716717,0.380249428448,0.00146158129176,0.458333333333,0.00985221674877,0.314261343164,0.716970588709,0.0,0.391171543501,0.103654268494,0.954712586996,0.539576163738,0.216185886857
48,0.0,0.0234460884388,1.0,0.0,0.00513497228865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
49,0.06373375,0.0268967407868,0.999702658326,0.0,0.00242331633418,0.218916520591,0.0,0.0,0.0,0.0,0.00738889984477,0.0,0.163528153335,0.103654268494,0.172784357908,0.0,0.0
50,0.10625,0.0156980101049,1.0,0.0,0.0185233168466,0.211594532333,0.00306236080178,0.0189393939394,0.0443349753695,0.0729392311708,0.00587023077534,0.0,0.164941071683,0.103654268494,0.208723806713,0.0322405361348,0.0137962901842
51,0.0,0.0156980101049,1.0,0.0,0.0510581807866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165177508196,0.0994545244719,0.0,0.0,0.0
52,0.0,0.0929796967298,1.0,0.0,0.0645816408714,0.0,0.000835189309577,0.0,0.0,0.0897712418428,0.0,0.0,0.149974801603,0.103654268494,0.0,0.00416591197247,0.0111558518714
53,0.0,0.0156980101049,1.0,0.0,0.000285399161719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154341794375,0.103654268494,0.0,0.0,0.0
54,0.075,0.0156980101049,1.0,0.0,0.0112007598378,0.550692201099,0.0011135857461,0.0984848484848,0.00985221674877,0.013803111652,0.0193352548122,1.0,0.172652092135,0.103654268494,0.247444787799,0.158304654954,0.057627566176
55,0.09375,0.0156980101049,1.0,0.0,0.012708458133,0.0,0.0,0.0,0.0,0.0592379573812,0.0790839219829,0.0,0.175374509449,0.103654268494,0.245559537029,0.0,0.0
56,0.0,0.0156980101049,1.0,0.865287529739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
57,0.0,0.030030676209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0710581459212,0.0657191901448,0.0,0.149974801603,0.103654268494,0.00595271305133,0.0,0.0
58,0.14375,0.346126113984,0.733338736087,0.0,0.0177228133935,0.332960312638,0.135091870824,0.340909090909,0.100164203612,0.191110409734,0.00505630987065,0.0,0.180158116487,0.0845269597481,0.336667992491,0.33454084405,0.264637929896
59,0.1875,0.0156980101049,0.110540048956,0.0,0.161230321636,0.148795915423,0.0022271714922,0.0606060606061,0.0344827586207,0.314261343164,0.00109558850429,1.0,0.199096934594,0.103654268494,0.218934756825,0.187466038761,0.0689814509209
60,0.0,0.0156980101049,1.0,0.0,0.0,0.00207638473005,0.0013223830735,0.00757575757576,0.0114942528736,0.0,0.0,0.0,0.27765391637,0.103654268494,0.0,0.0853106321319,0.0378242788303
61,0.0,0.0169172477483,1.0,0.0,0.0,0.0,0.000835189309577,0.030303030303,0.0,0.0,0.0,0.0,0.158693930687,0.103654268494,0.0,0.00905633037493,0.0332695227408
62,0.0,0.0156980101049,1.0,0.0,0.0,0.0,0.0738446547884,0.0662878787879,0.0623973727422,0.0,0.0,0.0,0.169936757551,0.103654268494,0.0,0.103423292882,0.174863027263
63,0.0875,0.0156980101049,0.920100125956,0.0,0.00545877209245,0.211384708191,0.0,0.0,0.0,0.0291520598651,0.0401980592349,0.0,0.177651117828,0.103654268494,0.236365452487,0.0,0.0
64,0.2125,0.0156980101049,1.0,0.0,0.0,0.432102219327,0.00187917594655,0.0757575757576,0.00164203612479,0.0134532869336,0.00018687747527,0.0,0.175374509449,0.103654268494,0.190584004795,0.163013946749,0.0871344643211
65,0.0,0.0172691894773,1.0,0.0,0.895706301641,0.340868059957,0.0,0.0,0.0,0.0,0.000275682887072,1.0,0.149974801603,0.103654268494,0.0,0.0,0.0
66,0.0,0.4953464972,1.0,0.0,0.151697646096,0.0,0.074679844098,0.0833333333333,0.0246305418719,0.0,0.0,0.0,0.267794525268,0.103654268494,0.0,0.194529976454,0.155125750875
67,0.0,0.0156980101049,1.0,0.0,0.0219796657683,0.0,0.00236636971047,0.0662878787879,0.00821018062397,0.0,0.0,0.0,0.170902139468,0.103654268494,0.0,0.106683571817,0.0474618786719
68,0.0,0.469716011511,1.0,0.0,0.066459254677,0.0218304533513,0.00118318485523,0.0189393939394,0.0279146141215,0.0,0.0,0.0,0.149974801603,0.103654268494,0.117636048514,0.0215540662923,0.00844940260083
69,0.0,0.0156980101049,1.0,0.0,0.0630356292744,0.122803949939,0.0013223830735,0.0530303030303,0.00821018062397,0.0607334580523,0.149977764862,0.0,0.360430247658,0.103654268494,0.0767364554406,0.0791523274769,0.0327414350782
70,0.03125,0.0156980101049,1.0,0.0,0.00538782261197,0.0445045746034,0.00389755011136,0.0473484848485,0.0311986863711,0.0,0.00023504475841,0.0,0.181108411612,0.103654268494,0.259667871907,0.0211918130773,0.0170308271173
71,0.0,0.0156980101049,0.992866082675,0.788820866941,0.0125697325382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152513816507,0.101097214224,0.0,0.0,0.0
72,0.05,0.0156980101049,1.0,0.0,0.0247467246203,0.365378142444,1.0,0.0776515151515,0.28078817734,0.0628646679755,0.000450687464894,0.0,0.157231836309,0.103654268494,0.24755817281,0.105596812172,0.304112482672
73,0.125,0.0156980101049,1.0,0.0,0.0588687956907,0.183390670694,0.470420378619,0.265151515152,0.635467980296,0.0583041197302,0.000118825502096,0.0,0.387885098995,0.103654268494,0.363856098224,0.659119724688,0.841903756023
74,0.0,0.0156980101049,0.985434823675,0.0,0.0,0.508539405411,0.0,0.0,0.0,0.0,0.0449198043694,0.0,0.209535727596,0.103654268494,0.156800670951,0.0,0.0
75,0.3875,0.0156980101049,1.0,0.0,0.00235941230889,0.0252400956448,0.120267260579,0.475378787879,0.31855500821,0.0,0.00906635685161,0.0,0.176814376722,0.103654268494,0.2442655081,0.664553522913,0.548221004687
76,0.0875,0.0156980101049,1.0,0.0,0.0195565823417,0.555234019487,0.00424554565702,0.100378787879,0.0246305418719,0.0583041197302,0.0145233528792,1.0,0.221856914565,0.103654268494,0.278914527499,0.411338525629,0.156710013862
77,0.1,0.0156980101049,1.0,0.0,0.0,0.516403439367,0.0,0.0,0.0,0.117127340473,0.087599009588,1.0,0.206696070939,0.103654268494,0.201847815719,0.0,0.0
78,1.0,0.0156980101049,1.0,0.0,0.121082697806,0.216542884995,0.179913697105,1.0,0.674876847291,0.395570130722,0.000149810868605,0.0,0.208027221179,0.103654268494,0.30531883685,0.71762361891,0.479173542808
79,0.875,0.0467740972113,0.914392992096,0.0,1.0,0.436399242885,0.00250556792873,0.232954545455,0.0262725779967,0.699649436763,1.0,1.0,1.0,0.103654268494,0.964961332112,0.436696250679,0.282064822761
80,0.125,0.0156980101049,1.0,0.0,0.0,0.0,0.00438474387528,0.126893939394,0.0229885057471,0.269636924699,0.000297594657158,0.0,0.170735148263,0.103654268494,0.246338834006,0.483970295236,0.186282922965
81,0.0,0.0156980101049,0.992866082675,0.815963558289,0.0120203034879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
82,0.0,0.0156980101049,1.0,0.0,0.024760320602,0.0,0.00180957683742,0.0189393939394,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.133852562941,0.0628424318437
83,0.025,0.0469523653455,1.0,0.0,0.074220696962,0.252344129077,0.0,0.0,0.0,0.0340107365093,0.000253867644607,0.0,0.179621326136,0.103654268494,0.212783170065,0.0,0.0
84,0.0,0.0156980101049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
85,0.0,0.0156980101049,1.0,0.0,0.0108361720889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158824529327,0.0947416646224,0.0,0.0,0.0
86,0.0,0.0287817272099,1.0,0.0,0.0602737526167,0.0358930421441,0.0160077951002,0.0151515151515,0.0,1.0,0.272058660994,0.0,0.149974801603,0.103654268494,0.314496723533,0.0863973917769,0.100468677801
87,0.0,0.0156980101049,1.0,0.0,0.0193422491143,0.0,0.0149638084633,0.0473484848485,0.00328407224959,0.0,0.0,0.0,0.155419636231,0.103654268494,0.0,0.0920123166093,0.0945937025546
88,0.1125,0.0156980101049,0.964330413373,0.0,0.014753678077,1.0,0.00341035634744,0.0984848484848,0.0,0.0,0.00497957041154,0.0,0.175374509449,0.103654268494,0.237040363264,0.266074986416,0.115123110436
89,0.1375,0.0156980101049,1.0,0.0,0.0472514223668,0.35566940458,0.190840757238,0.174242424242,0.31855500821,0.107750288897,5.21249156228e-05,0.0,0.235098223075,0.103654268494,0.32849077352,0.396486143815,0.219750478579
90,0.0,0.0156980101049,1.0,0.0,0.0220476456767,0.0,0.000904788418708,0.102272727273,0.00164203612479,0.0,0.0,0.0,0.203761229295,0.103654268494,0.0,0.130411157399,0.0590137962902
91,0.325,0.0156980101049,1.0,0.0,0.0321428222067,0.599345173826,0.00334075723831,0.109848484848,0.0426929392447,0.135044390813,0.0287027778429,0.0,0.182152336979,0.103654268494,0.333359129923,0.403550081507,0.155455805664
92,0.0,0.0156980101049,0.9703942431,0.752553240875,0.0,0.00064695776852,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
93,0.075,0.0156980101049,1.0,0.0,0.0,0.412212639282,0.00201837416481,0.0719696969697,0.00164203612479,0.0,0.000167958061451,0.0,0.183664528719,0.103654268494,0.329165684297,0.127150878464,0.0532708429599
94,0.0,0.0156980101049,0.98905771225,0.278143677827,0.0,0.00940274432491,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
95,0.0,0.298756411297,1.0,0.0,0.0143671678994,0.0,0.00194877505568,0.0,0.0,0.0,0.0,0.0,0.176600340063,0.103654268494,0.0,0.00398478536497,0.015314542214
96,0.0,0.0156980101049,1.0,0.0,0.0017333857686,0.0,0.0013223830735,0.0,0.0,0.0,0.0,0.0,0.159280357734,0.103654268494,0.0,0.0230030791523,0.0443593636544
97,0.040625,0.0156980101049,1.0,0.0,0.0,0.153075453635,0.0,0.0,0.0,0.0,0.00013620047397,0.0,0.161981469274,0.103654268494,0.240351925475,0.0,0.0
98,0.1375,0.14479293176,0.794828537724,0.0,0.0307531207291,0.0,0.0011135857461,0.0227272727273,0.0,0.3353546076,9.14116575829e-05,0.0,0.170735148263,0.103654268494,0.226458662165,0.0206484332548,0.00897749026338
99,0.05,0.0156980101049,1.0,0.0,0.0116592966936,0.251701542645,0.00313195991091,0.0208333333333,0.00328407224959,0.0242933832209,3.18541151028e-05,0.0,0.161317708024,0.103654268494,0.206328323396,0.071545009962,0.144696019539
100,0.0,0.13429854399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176650840507,0.0981707490343,0.0,0.0,0.0
101,0.09375,0.0276003179421,1.0,0.0,0.0476597094058,0.278851912241,0.00361915367483,0.0378787878788,0.0246305418719,0.0194347065767,9.3824848121e-05,0.0,0.205814875623,0.103654268494,0.296131051475,0.155044376019,0.0781569740577
102,0.0,0.0156980101049,1.0,0.0,0.153328261382,0.0823297473805,0.0,0.0,0.0,0.0263993280256,1.69888613882e-05,0.0,0.267502981657,0.103654268494,0.085435605413,0.0,0.0
103,0.125,0.0156980101049,1.0,0.0,0.447303925565,0.140088213566,0.0,0.0,0.0,0.0,0.17659313289,0.0,0.636769309826,0.103654268494,0.235659945755,0.0,0.0
104,0.0,0.0156980101049,0.971107634832,0.734419427842,0.0,0.122143878162,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
105,0.0375,0.0156980101049,1.0,0.0,0.000838409166498,0.138365907074,0.0046631403118,0.0132575757576,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.589455374,0.131860170259,0.0592778401215
106,0.05,0.188764513002,0.990488205352,0.0,0.0256282799214,0.18821662594,0.0154510022272,0.11553030303,0.0788177339901,0.0,7.50984895454e-05,0.0,0.173558220966,0.0799032920486,0.177358453212,0.134395942764,0.0817215657799
107,0.0,0.0156980101049,1.0,0.0,0.0,0.0,0.0011135857461,0.0,0.00164203612479,0.0,0.0,0.0,0.152698716079,0.103654268494,0.0,0.000543379822496,0.0038286355535
108,0.0,0.0156980101049,0.995006257872,0.126936691232,0.0,0.0,0.00180957683742,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.00217351928998,0.0431051554558
109,0.0,0.10212865017,1.0,0.0,0.0258012429347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161998686643,0.103654268494,0.0,0.0,0.0
110,0.0,0.0156980101049,1.0,0.0,0.218614040183,0.0642105585256,0.015381403118,0.386363636364,0.0804597701149,0.0,0.0,0.0,0.171930402212,0.103654268494,0.0871444794998,0.192537583771,0.110304310516
111,0.0125,0.023564627559,0.942928661397,0.0,0.121131521064,0.0367585667263,0.0,0.0,0.0,0.0303667290262,0.0195035989841,0.0,0.161576832308,0.0955200372079,0.0687500112485,0.0,0.0
112,0.21875,0.0156980101049,0.0,0.0,0.57627674711,0.205234238054,0.00125278396437,0.0795454545455,0.00656814449918,0.314261343164,0.0168767928196,1.0,0.308234324823,0.103654268494,0.378522359344,0.156493388879,0.0597399168262
113,0.0875,0.0485762287713,0.971464330699,0.0,0.0476074216476,0.145438729165,0.00570712694878,0.0662878787879,0.0788177339901,0.0,0.000188228861971,1.0,0.166308211407,0.103654268494,0.224251253984,0.227857272233,0.0876625519836
114,0.0,0.0156980101049,0.965390798845,0.906937271514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
115,0.0,0.0156980101049,1.0,0.0,0.0221133256225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
116,0.25,0.0156980101049,1.0,0.0,0.0419786270003,0.782377394946,0.186595211581,0.17803030303,0.136288998358,0.107750288897,0.000114964397235,0.0,0.1862600903,0.103654268494,0.273662821775,0.313349030973,0.212621295135
117,0.08125,0.0156980101049,1.0,0.0,0.0176962328126,0.602225884431,0.0845629175947,0.140151515152,0.106732348112,0.0,6.80519731742e-05,0.0,0.171808268299,0.103654268494,0.242136389569,0.819960152146,1.0
118,0.075,0.0444091345572,1.0,0.0,0.00818300505782,0.508548148083,0.00946547884187,0.0454545454545,0.00985221674877,0.0820451685902,0.000231762819278,0.0,0.162243645466,0.103654268494,0.223301879492,0.448650606774,0.20701036372
119,0.025,0.0156980101049,0.99881091866,0.0,0.0472917736101,0.100033659289,0.00271436525612,0.0246212121212,0.0229885057471,0.0,0.151869223606,1.0,0.200027248358,0.103654268494,0.190634398133,0.0164825212824,0.0148524655093
120,0.0,0.0156980101049,1.0,0.0,0.0415294355624,0.0,0.00173997772829,0.0738636363636,0.0295566502463,0.0,0.0,0.0,0.173353512781,0.103654268494,0.0,0.105596812172,0.040464717143
121,0.1875,0.0156980101049,1.0,0.0,0.0534394281839,0.0,0.00640311804009,0.0530303030303,0.0377668308703,0.107750288897,0.178787109199,0.0,0.224454261224,0.103654268494,0.385850990499,0.38090925557,0.210376922569
122,0.7,0.0156980101049,1.0,0.0,0.560433934825,0.128237520928,0.00751670378619,0.166666666667,0.0492610837438,0.373146366273,0.00213538404335,1.0,0.544055159153,0.103654268494,1.0,0.369860532512,0.23942174401
123,0.0625,0.0156980101049,1.0,0.0,0.0,0.0721882472253,0.0,0.0,0.0,0.0,0.0343706867236,0.0,0.179442069714,0.103654268494,0.215523307819,0.0,0.0
124,0.0125,0.0435704779393,1.0,0.0,0.0396634380238,0.0,0.0,0.0,0.0,0.107750288897,1.56374746868e-05,0.0,0.149974801603,0.103654268494,0.146481735115,0.0,0.0
125,0.0875,0.0156980101049,1.0,0.0,0.0,0.0,0.00264476614699,0.0700757575758,0.0213464696223,0.092596853832,0.010726342359,0.0,0.190220833777,0.103654268494,0.231706768365,0.464589748234,0.174731005347
126,0.075,0.0505321242547,1.0,0.0,0.0926171665019,0.0,0.00201837416481,0.0,0.0,0.0,0.0,0.0,0.1824400801,0.103654268494,0.238661049009,0.0543379822496,0.0351838405175
127,0.0,0.0156980101049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349522656432,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
128,0.0,0.0182381778669,1.0,0.0,0.129626942566,0.201715312354,0.00285356347439,0.0,0.0,0.0388694131535,0.041181482643,0.0,0.171011086834,0.103654268494,0.199857278868,0.0132222423474,0.0175589147799
129,0.0375,0.0156980101049,0.835919901518,0.0,0.0172133279982,0.0,0.0013223830735,0.0189393939394,0.0180623973727,0.053445443086,0.0146775074908,0.0,0.183188315867,0.103654268494,0.222574775615,0.068646984242,0.0303650405967
130,0.09859375,0.0156980101049,1.0,0.0,0.0,0.232214125536,0.00125278396437,0.0227272727273,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.259695768219,0.00742619090744,0.00732721631791
131,0.0,0.0156980101049,0.989537111494,0.265957755469,0.0,0.999532267019,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
132,0.0,0.0156980101049,1.0,0.792795798758,0.0,0.45362667914,0.0,0.0,0.0,0.0,0.0,0.0,0.149974801603,0.103654268494,0.0,0.0,0.0
